course_id,course_name,account_id,term_id,term_name,total_students,active_students,completed_students,inactive_students,students_with_current_score,students_with_final_score,current_score_coverage,final_score_coverage,grade_mean,grade_std,grade_min,grade_max,grade_median,failing_count,passing_count,failure_rate,assignment_count,graded_assignment_count,quiz_count,module_count,file_count,discussion_count,page_count,total_page_views,total_participations,students_with_activity,avg_page_views,avg_participations,total_submissions,graded_submissions,submission_rate,grade_availability_score,grade_variance_score,class_balance_score,design_richness_score,activity_score,prediction_potential_score,analysis_timestamp,fetch_errors
81203,FUND. ANTROPOLÓGICOS INTERV.-S02,229,336,Segundo Semestre - 2025-Periodo Completo,30,30,0,0,30,30,100.0,100.0,73.50233333333333,22.20585814029997,0.0,95.0,81.25,3,27,0.1,7,6,2,12,44,0,2,25461,34,31,821.3225806451613,1.096774193548387,0,0,0.0,100.0,74.01952713433323,10.0,67.0,100.0,77.6,2025-12-26T15:05:21.015356,[]
85278,MATEMÁTICAS PARA LA GESTIÓN II-S01,228,336,Segundo Semestre - 2025-Periodo Completo,31,31,0,0,31,31,100.0,100.0,87.5,15.138251770487459,50.0,100.0,87.5,2,29,0.06451612903225806,27,12,2,19,100,100,100,20401,287,31,658.0967741935484,9.258064516129032,0,0,0.0,100.0,50.4608392349582,10.0,91.0,100.0,75.1,2025-12-26T15:04:39.412415,[]
84230,PSIC DEL DES II: ADOLES Y ADUL-S07,231,336,Segundo Semestre - 2025-Periodo Completo,45,45,0,0,26,45,57.77777777777777,100.0,106.78538461538461,83.24591311197297,72.41,512.5,92.86,0,26,0.0,7,6,2,10,27,0,2,25763,93,45,572.5111111111111,2.066666666666667,0,0,0.0,70.44444444444443,100.0,0.0,65.5,100.0,72.6,2025-12-26T15:08:45.132070,[]
81145,EPIDEMIOLOGÍA Y SALUD-T01,177,336,Segundo Semestre - 2025-Periodo Completo,46,46,0,0,46,46,100.0,100.0,82.60173913043478,14.594501598486074,44.57,99.0,88.0,4,42,0.08695652173913043,14,7,2,6,100,0,6,60165,375,47,1280.1063829787233,7.9787234042553195,0,0,0.0,100.0,48.64833866162025,10.0,77.0,100.0,72.3,2025-12-26T14:58:10.116723,[]
81760,MATEMÁTICAS PARA LA GESTIÓN II-P01,246,336,Segundo Semestre - 2025-Periodo Completo,31,31,0,0,29,31,93.54838709677419,100.0,85.71827586206896,13.218853167504335,46.67,100.0,87.5,2,27,0.06896551724137931,28,13,2,19,100,100,100,18551,303,31,598.4193548387096,9.774193548387096,0,0,0.0,95.48387096774194,44.06284389168112,10.0,91.0,100.0,71.8,2025-12-26T15:13:12.377049,[]
85161,PSICOPAT Y PSICOF INF JUVENIL-T01,181,336,Segundo Semestre - 2025-Periodo Completo,35,35,0,0,35,35,100.0,100.0,238.16342857142857,221.8008255029307,100.0,600.0,100.0,0,35,0.0,4,1,1,3,27,0,0,18520,51,35,529.1428571428571,1.457142857142857,0,0,0.0,100.0,100.0,0.0,42.5,100.0,71.4,2025-12-26T15:04:00.590127,[]
85128,INTERV PSICOED CONTEX ESC A S-S06,231,336,Segundo Semestre - 2025-Periodo Completo,48,48,0,0,21,48,43.75,100.0,123.52857142857142,53.973864349860506,53.33,230.0,114.67,2,19,0.09523809523809523,5,4,2,9,33,1,2,18285,101,49,373.16326530612247,2.061224489795918,0,0,0.0,60.625,100.0,10.0,62.0,100.0,70.9,2025-12-26T15:10:11.552475,[]
82270,OPTATIVO DE ESPECIALIDAD II-T03,180,336,Segundo Semestre - 2025-Periodo Completo,15,15,0,0,15,15,100.0,100.0,110.3,14.449171998027134,95.0,132.0,100.0,0,15,0.0,17,4,6,12,66,0,2,5071,73,16,316.9375,4.5625,0,0,0.0,100.0,48.16390666009045,0.0,79.0,100.0,70.3,2025-12-26T15:01:50.250601,[]
85963,ÁLGEBRA Y GEOMETRÍA-T01,180,336,Segundo Semestre - 2025-Periodo Completo,28,28,0,0,25,28,89.28571428571429,100.0,79.6508,13.744447339440995,42.94,100.0,83.99,1,24,0.04,11,11,0,7,92,84,96,22103,44,29,762.1724137931035,1.5172413793103448,0,0,0.0,92.5,45.814824464803316,10.0,85.0,100.0,70.3,2025-12-26T15:02:45.177228,[]
75159,PRECLÍNICO BIOMAT DENTALES I-P01,244,321,Primer Semestre - 2025-Periodo Ajustable,32,32,0,0,32,32,100.0,100.0,68.140625,16.377601923299533,0.0,100.0,69.25,4,28,0.125,3,3,2,11,49,0,2,75477,8,33,2287.181818181818,0.24242424242424243,0,0,0.0,100.0,54.59200641099844,10.0,53.0,100.0,70.0,2025-12-26T15:10:53.481690,[]
81919,ANATOMÍA DE CUELLO Y CABEZA-P01,244,336,Segundo Semestre - 2025-Periodo Completo,35,35,0,0,35,35,100.0,100.0,69.25085714285714,10.406935010007556,50.0,89.36,69.15,5,30,0.14285714285714285,26,26,28,11,100,0,2,104307,437,35,2980.2,12.485714285714286,0,0,0.0,100.0,34.689783366691856,10.0,82.0,100.0,69.3,2025-12-26T15:11:00.760920,[]
81200,FUND. ANTROPOLÓGICOS INTERV.-S01,229,336,Segundo Semestre - 2025-Periodo Completo,35,35,0,0,35,35,100.0,100.0,79.19885714285714,13.089899287670036,44.38,93.75,83.75,3,32,0.08571428571428572,7,6,2,12,46,0,2,33641,48,36,934.4722222222222,1.3333333333333333,0,0,0.0,100.0,43.63299762556679,10.0,67.0,100.0,69.3,2025-12-26T15:05:12.381526,[]
84594,DIRECCIÓN DE ARTE-P02,245,336,Segundo Semestre - 2025-Periodo Completo,24,24,0,0,24,24,100.0,100.0,79.02708333333334,14.999504188665608,23.33,100.0,80.0,1,23,0.041666666666666664,4,4,2,10,19,0,2,7874,69,25,314.96,2.76,0,0,0.0,100.0,49.99834729555202,10.0,52.5,100.0,68.6,2025-12-26T15:11:32.660950,[]
81151,CARIOLOG Y ODONTO PREVEN (A S)-T01,177,336,Segundo Semestre - 2025-Periodo Completo,24,24,0,0,23,24,95.83333333333334,100.0,81.30434782608695,11.986487781166893,55.0,100.0,85.0,1,22,0.043478260869565216,6,4,6,12,48,0,2,31918,58,25,1276.72,2.32,0,0,0.0,97.08333333333334,39.95495927055631,10.0,71.0,100.0,67.9,2025-12-26T14:58:28.470891,[]
81860,Programación Orientada a Objet-P03,248,336,Segundo Semestre - 2025-Periodo Completo,31,31,0,0,30,31,96.7741935483871,100.0,87.66666666666667,16.120950886075683,30.0,100.0,95.0,2,28,0.06666666666666667,2,2,4,10,8,0,2,10186,56,32,318.3125,1.75,0,0,0.0,97.74193548387096,53.73650295358561,10.0,43.0,100.0,67.3,2025-12-26T15:15:57.938581,[]
82859,PSIC DEL DES II: ADOLES Y ADUL-P01,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,0,0,20,50,40.0,100.0,140.6235,38.75489976153101,75.0,241.67,154.16500000000002,0,20,0.0,4,2,2,10,36,1,2,31859,56,50,637.18,1.12,0,0,0.0,58.0,100.0,0.0,54.0,100.0,66.6,2025-12-26T15:14:36.262508,[]
85232,DIRECCIÓN DE ARTE-P03,245,336,Segundo Semestre - 2025-Periodo Completo,17,17,0,0,17,17,100.0,100.0,74.90294117647059,12.218479224470759,51.67,96.67,75.56,2,15,0.11764705882352941,4,4,2,10,19,0,2,5888,51,17,346.3529411764706,3.0,0,0,0.0,100.0,40.72826408156919,10.0,52.5,100.0,66.1,2025-12-26T15:12:29.936681,[]
85381,FUNDAMENTOS DE MATEMÁTICAS-T01,180,336,Segundo Semestre - 2025-Periodo Completo,22,22,0,0,17,22,77.27272727272727,100.0,77.20941176470588,10.65158231824516,55.0,96.25,76.0,1,16,0.058823529411764705,32,32,2,34,100,20,49,8262,70,21,375.54545454545456,3.1818181818181817,0,0,0.0,84.0909090909091,35.50527439415053,10.0,91.0,97.72727272727272,65.5,2025-12-26T15:02:31.680772,[]
82816,INTERVENCIÓN CLÍNICA ADULTO-P06,247,336,Segundo Semestre - 2025-Periodo Completo,54,54,0,0,34,54,62.96296296296296,100.0,145.7144117647059,48.992820698001495,67.14,200.0,170.0,0,34,0.0,2,1,2,10,26,0,2,17461,59,54,323.35185185185185,1.0925925925925926,0,0,0.0,74.07407407407408,100.0,0.0,43.0,100.0,63.7,2025-12-26T15:14:27.379602,[]
82798,MÓD DIAG II: CIR ORAL Y PERIOD-P01,244,336,Segundo Semestre - 2025-Periodo Completo,48,48,0,0,46,48,95.83333333333334,100.0,94.09891304347826,11.88606826466475,42.86,100.0,100.0,1,45,0.021739130434782608,1,1,2,11,74,0,2,100179,1,49,2044.469387755102,0.02040816326530612,0,0,0.0,97.08333333333334,39.620227548882504,10.0,43.0,100.0,57.5,2025-12-26T15:11:30.754533,[]
81764,ADMINISTRACIÓN PÚBLICA CHILENA-P02,246,336,Segundo Semestre - 2025-Periodo Completo,33,33,0,0,16,33,48.484848484848484,100.0,79.28625,16.60088546835178,44.29,100.0,83.215,2,14,0.125,3,3,2,10,13,0,2,8083,25,33,237.73529411764707,0.7352941176470589,0,0,0.0,63.93939393939394,55.33628489450594,10.0,44.5,100.0,56.9,2025-12-26T15:13:22.194534,[]
71859,CLÍN INTEG DEL NIÑO Y ADOLES I-T01,177,321,Primer Semestre - 2025-Periodo Ajustable,57,57,0,0,17,57,29.82456140350877,100.0,77.1,22.76525834467951,0.0,96.43,85.71,2,15,0.11764705882352941,2,1,2,11,77,0,3,111075,62,58,1915.0862068965516,1.0689655172413792,0,0,0.0,50.87719298245614,75.88419448226503,10.0,46.0,100.0,53.1,2025-12-26T14:58:05.919916,[]
81201,TRAB. SOCIAL E INTERV. SOCIAL-S01,229,336,Segundo Semestre - 2025-Periodo Completo,32,32,0,0,22,32,68.75,100.0,92.61363636363636,11.989014632632319,62.5,100.0,100.0,0,22,0.0,6,1,3,10,44,0,2,30694,98,33,930.1212121212121,2.9696969696969697,0,0,0.0,78.125,39.9633821087744,0.0,56.0,100.0,51.8,2025-12-26T15:05:15.588879,[]
85093,MET. Y ANÁLISIS DE DATOS CUAL.-S01,231,336,Segundo Semestre - 2025-Periodo Completo,39,39,0,0,21,39,53.84615384615385,100.0,88.11238095238095,11.354243658105064,52.0,99.0,90.0,1,20,0.047619047619047616,3,3,0,0,2,0,0,2592,28,39,64.8,0.7,0,0,0.0,67.6923076923077,37.847478860350215,10.0,16.0,82.4,46.7,2025-12-26T15:09:07.626412,[]
85123,PSICOLOGÍA DE LA SALUD-S07,231,336,Segundo Semestre - 2025-Periodo Completo,42,42,0,0,42,42,100.0,100.0,92.66285714285715,3.568872395339462,81.21,98.23,93.465,0,42,0.0,15,14,2,10,78,1,18,31404,157,42,730.3255813953489,3.6511627906976742,0,0,0.0,100.0,11.896241317798207,0.0,83.0,100.0,20.0,2025-12-26T15:09:59.496694,[]
82606,GEST. DE PROC. Y DISEÑO ORGA.-P01,246,336,Segundo Semestre - 2025-Periodo Completo,19,19,0,0,19,19,100.0,100.0,91.10315789473684,3.361773759047083,85.71,97.62,90.48,0,19,0.0,8,8,2,10,34,0,2,12030,37,19,633.1578947368421,1.9473684210526316,0,0,0.0,100.0,11.205912530156944,0.0,69.0,100.0,20.0,2025-12-26T15:13:55.331416,[]
85088,PSICOLOGÍA JURÍDICA-S04,231,336,Segundo Semestre - 2025-Periodo Completo,48,48,0,0,48,48,100.0,100.0,88.53708333333333,4.159995887034246,80.0,95.65,89.13,0,48,0.0,2,2,2,11,34,1,2,27494,55,48,572.7916666666666,1.1458333333333333,0,0,0.0,100.0,13.86665295678082,0.0,50.0,100.0,20.0,2025-12-26T15:08:58.051406,[]
81770,METOD. DE LA INVEST.-P01,246,336,Segundo Semestre - 2025-Periodo Completo,29,29,0,0,29,29,100.0,100.0,71.32793103448276,9.227846978153504,51.0,83.77,72.6,4,25,0.13793103448275862,31,12,1,23,90,100,100,27544,102,30,918.1333333333333,3.4,0,0,0.0,100.0,30.759489927178347,10.0,88.0,100.0,20.0,2025-12-26T15:13:27.564929,[]
85106,DESEMPEÑO ÉTICO DEL PSICÓLOGO-S07,231,336,Segundo Semestre - 2025-Periodo Completo,48,48,0,0,48,48,100.0,100.0,97.67625,1.6879530912610905,94.44,100.0,97.83,0,48,0.0,3,3,2,15,79,4,2,31737,148,49,647.6938775510204,3.020408163265306,0,0,0.0,100.0,5.626510304203635,0.0,61.0,100.0,20.0,2025-12-26T15:09:28.128003,[]
80824,OPTATIVO DE ESPECIALIDAD I-S02,230,336,Segundo Semestre - 2025-Periodo Completo,15,15,0,0,15,15,100.0,100.0,90.46666666666667,3.5627711258566825,83.0,96.0,91.33,0,15,0.0,5,5,7,11,28,0,2,3104,39,16,194.0,2.4375,0,0,0.0,100.0,11.875903752855608,0.0,71.0,100.0,20.0,2025-12-26T15:07:38.659281,[]
82959,TEORÍA PSICOLÓGICAS II-P02,247,336,Segundo Semestre - 2025-Periodo Completo,50,50,0,0,50,50,100.0,100.0,99.2362,4.237682216899772,70.0,100.0,100.0,0,50,0.0,24,22,2,10,25,0,2,29035,107,51,569.3137254901961,2.0980392156862746,0,0,0.0,100.0,14.125607389665909,0.0,70.5,100.0,20.0,2025-12-26T15:15:09.757583,[]
81857,Gestión de Proyectos Complejos-P01,248,336,Segundo Semestre - 2025-Periodo Completo,24,24,0,0,24,24,100.0,100.0,70.1125,5.891108443718566,57.86,81.29,69.54,0,24,0.0,3,3,3,10,38,0,2,7761,1,25,310.44,0.04,0,0,0.0,100.0,19.637028145728554,0.0,56.0,100.0,20.0,2025-12-26T15:15:53.806286,[]
86692,PROCESOS PSICOLÓGICOS II-P09,247,336,Segundo Semestre - 2025-Periodo Completo,47,47,0,0,47,47,100.0,100.0,89.90106382978723,7.905732162018666,73.66,102.05,91.52,0,47,0.0,5,4,1,4,100,100,100,34345,33,47,730.7446808510638,0.7021276595744681,0,0,0.0,100.0,26.352440540062215,0.0,75.0,100.0,20.0,2025-12-26T15:15:41.776798,[]
81621,ANÁLISIS DATOS CUANTITATIVOS-T01,179,336,Segundo Semestre - 2025-Periodo Completo,22,22,0,0,22,22,100.0,100.0,90.0,6.7259270913454925,70.0,100.0,90.0,0,22,0.0,23,3,3,19,67,100,100,4849,93,22,220.4090909090909,4.2272727272727275,0,0,0.0,100.0,22.419756971151642,0.0,88.0,100.0,20.0,2025-12-26T15:01:23.227172,[]
81633,TRAB. SOCIAL CON COLECTIVOS II-T01,179,336,Segundo Semestre - 2025-Periodo Completo,27,27,0,0,27,27,100.0,100.0,68.16851851851852,8.923562889556763,43.84,81.08,69.67,2,25,0.07407407407407407,15,15,2,10,57,0,2,22781,138,28,813.6071428571429,4.928571428571429,0,0,0.0,100.0,29.74520963185588,10.0,73.0,100.0,20.0,2025-12-26T15:01:37.870413,[]
84229,PSIC DEL DES II: ADOLES Y ADUL-S04,231,336,Segundo Semestre - 2025-Periodo Completo,45,45,0,0,45,45,100.0,100.0,92.46088888888889,3.027862148764239,78.38,98.12,92.6,0,45,0.0,15,11,2,10,78,0,17,64784,217,46,1408.3478260869565,4.717391304347826,0,0,0.0,100.0,10.09287382921413,0.0,81.0,100.0,20.0,2025-12-26T15:08:44.802861,[]
81934,BIOFÍSICA-P03,244,336,Segundo Semestre - 2025-Periodo Completo,15,15,0,0,15,15,100.0,100.0,87.26733333333334,3.7330808162899967,83.03,91.98,85.38,0,15,0.0,21,11,1,19,100,100,100,29778,44,15,1985.2,2.933333333333333,0,0,0.0,100.0,12.443602720966656,0.0,88.0,100.0,20.0,2025-12-26T15:11:12.905212,[]
81936,BIOFÍSICA-P01,244,336,Segundo Semestre - 2025-Periodo Completo,36,36,0,0,36,36,100.0,100.0,90.36666666666666,8.178592264477516,73.97,103.67,94.06,0,36,0.0,22,12,1,19,100,100,100,67511,96,36,1875.3055555555557,2.6666666666666665,0,0,0.0,100.0,27.26197421492505,0.0,88.0,100.0,20.0,2025-12-26T15:11:15.347500,[]
81147,HISTOLOGÍA Y EMBRIOLOGÍA GRAL.-T01,177,336,Segundo Semestre - 2025-Periodo Completo,45,45,0,0,44,45,97.77777777777777,100.0,95.81113636363636,5.516984859002323,72.73,100.0,97.08,0,44,0.0,13,13,14,11,81,0,4,80195,250,46,1743.3695652173913,5.434782608695652,0,0,0.0,98.44444444444443,18.389949530007748,0.0,84.0,100.0,19.688888888888886,2025-12-26T14:58:15.788070,[]
85874,PROCESOS PSICOLÓGICOS II-P05,247,336,Segundo Semestre - 2025-Periodo Completo,53,53,0,0,51,53,96.22641509433963,100.0,90.19941176470589,7.908663708052,71.75,100.91,92.41,0,51,0.0,4,3,2,4,100,100,100,37778,41,53,712.7924528301887,0.7735849056603774,0,0,0.0,97.35849056603773,26.36221236017333,0.0,73.0,100.0,19.471698113207548,2025-12-26T15:15:40.682105,[]
86083,FUNDAMENTOS DE MATEMÁTICAS-T07,178,336,Segundo Semestre - 2025-Periodo Completo,22,22,0,0,20,22,90.9090909090909,100.0,77.5585,8.936555485609006,62.56,92.5,78.44,0,20,0.0,31,31,0,25,100,100,100,8570,131,21,389.54545454545456,5.954545454545454,0,0,0.0,93.63636363636363,29.788518285363352,0.0,85.0,97.72727272727272,18.727272727272727,2025-12-26T15:00:01.761467,[]
81576,ANÁLISIS DATOS CUANTITATIVOS-T04,179,336,Segundo Semestre - 2025-Periodo Completo,21,21,0,0,19,21,90.47619047619048,100.0,88.32947368421053,7.396715091988252,70.0,100.0,90.0,0,19,0.0,23,3,3,19,67,100,100,5343,66,21,254.42857142857142,3.142857142857143,0,0,0.0,93.33333333333334,24.655716973294172,0.0,88.0,100.0,18.666666666666668,2025-12-26T15:00:35.582885,[]
81144,BIOFÍSICA-T04,177,336,Segundo Semestre - 2025-Periodo Completo,29,29,0,0,26,29,89.65517241379311,100.0,95.93307692307692,3.138993175183112,87.8,100.0,96.16499999999999,0,26,0.0,24,15,1,19,100,100,100,50699,89,30,1689.9666666666667,2.966666666666667,0,0,0.0,92.75862068965517,10.463310583943706,0.0,88.0,100.0,18.551724137931036,2025-12-26T14:58:07.449672,[]
81150,BIOFÍSICA-T01,177,336,Segundo Semestre - 2025-Periodo Completo,35,35,0,0,31,35,88.57142857142857,100.0,91.75064516129032,4.719892608583287,77.0,98.33,91.0,0,31,0.0,23,13,1,19,100,100,100,69084,136,36,1919.0,3.7777777777777777,0,0,0.0,92.0,15.732975361944288,0.0,88.0,100.0,18.400000000000002,2025-12-26T14:58:25.257710,[]
85140,DESEMPEÑO ÉTICO DEL PSICÓLOGO-S04,231,336,Segundo Semestre - 2025-Periodo Completo,46,46,0,0,38,46,82.6086956521739,100.0,91.62236842105263,6.764489726949317,66.67,97.78,92.78,0,38,0.0,5,1,4,10,47,0,2,28035,94,47,596.4893617021277,2.0,0,0,0.0,87.82608695652172,22.548299089831055,0.0,57.0,100.0,17.565217391304344,2025-12-26T15:10:28.955829,[]
85996,TALL DE COMPETENCIAS DIGITALES-S03,230,336,Segundo Semestre - 2025-Periodo Completo,33,33,0,0,27,33,81.81818181818183,100.0,80.69259259259259,8.161760553191653,60.0,92.0,83.0,0,27,0.0,20,20,16,4,100,87,100,15781,329,34,464.1470588235294,9.676470588235293,0,0,0.0,87.27272727272728,27.205868510638847,0.0,100.0,100.0,17.454545454545457,2025-12-26T15:08:11.189061,[]
86339,PROC Y TEC DE CONS I EV. CICLO-S01,230,336,Segundo Semestre - 2025-Periodo Completo,26,26,0,0,21,26,80.76923076923077,100.0,43.5,7.255342858886822,18.9,49.0,44.8,21,0,1.0,16,4,0,17,86,84,94,7997,37,25,307.5769230769231,1.4230769230769231,0,0,0.0,86.53846153846155,24.184476196289406,10.0,82.0,98.07692307692308,17.30769230769231,2025-12-26T15:08:37.235500,[]
81197,GESTIÓN DE LA DIVERSIDAD -S01,229,336,Segundo Semestre - 2025-Periodo Completo,42,42,0,0,27,42,64.28571428571429,100.0,95.60740740740741,4.567692223728769,82.86,100.0,97.14,0,27,0.0,1,1,2,8,27,0,4,14804,33,43,344.27906976744185,0.7674418604651163,0,0,0.0,75.0,15.225640745762565,0.0,43.5,100.0,15.0,2025-12-26T15:05:11.076121,[]
