course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
85877,EPISTEMOLOGÍA APLIC. PSICO.-P05,247,336,Segundo Semestre - 2025-Periodo Completo,54,54,0.0,0.0,0.0,23,19,LOW - Low grade variance
86693,EPISTEMOLOGÍA APLIC. PSICO.-P03,247,336,Segundo Semestre - 2025-Periodo Completo,49,49,0.0,0.0,0.0,23,19,LOW - Low grade variance
81937,TALLER DE HABILID. PROF. II-P01,247,336,Segundo Semestre - 2025-Periodo Completo,32,0,0.0,0.0,,0,10,SKIP - No grades
81940,TALLER DE HABILID. PROF. II-P03,247,336,Segundo Semestre - 2025-Periodo Completo,33,0,0.0,0.0,,0,10,SKIP - No grades
81946,TALLER DE HABILID. PROF. II-P05,247,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,0,10,SKIP - No grades
81949,TALLER DE HABILID. PROF. II-P04,247,336,Segundo Semestre - 2025-Periodo Completo,22,0,0.0,0.0,,0,10,SKIP - No grades
82782,INTERV PSICOED CONTEX ESC A S-P11,247,336,Segundo Semestre - 2025-Periodo Completo,54,0,0.0,0.0,,0,10,SKIP - No grades
82783,INTERV. PSICOSOCIAL GRUPOS-P11,247,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,3,10,SKIP - No grades
82805,PSIC DEL DES II: ADOLES Y ADUL-P07,247,336,Segundo Semestre - 2025-Periodo Completo,52,0,0.0,0.0,,0,10,SKIP - No grades
82810,EVALUACIÓN PSICOMÉTRICA-P01,247,336,Segundo Semestre - 2025-Periodo Completo,48,0,0.0,0.0,,0,10,SKIP - No grades
82813,OPTATIVO DE ESPECIALIDAD IV-P03,247,336,Segundo Semestre - 2025-Periodo Completo,56,0,0.0,0.0,,0,10,SKIP - No grades
82818,TEORÍA PSICOLÓGICAS II-P01,247,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
82828,PSICOLOGÍA JURÍDICA-P04,247,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,10,SKIP - No grades
82829,PSICOLOGÍA DE LA SALUD-P04,247,336,Segundo Semestre - 2025-Periodo Completo,55,0,0.0,0.0,,0,10,SKIP - No grades
82835,TEORÍAS PSICOLÓGICAS IV-P03,247,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,0,10,SKIP - No grades
82841,INTERV PSICOED CONTEX ESC A S-P06,247,336,Segundo Semestre - 2025-Periodo Completo,47,0,0.0,0.0,,0,10,SKIP - No grades
82860,INTERV. PSICOSOCIAL GRUPOS-P06,247,336,Segundo Semestre - 2025-Periodo Completo,52,0,0.0,0.0,,3,10,SKIP - No grades
82881,PSICOLOGÍA DE LA SALUD-P01,247,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
82884,DESEMPEÑO ÉTICO DEL PSICÓLOGO-P07,247,336,Segundo Semestre - 2025-Periodo Completo,48,0,0.0,0.0,,0,10,SKIP - No grades
82886,MET. Y ANÁLISIS DE DATOS CUAL.-P04,247,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,0,3,SKIP - No grades
82893,INTERV PSICOED CONTEX ESC A S-P01,247,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,10,SKIP - No grades
82895,TEORÍAS PSICOLÓGICAS IV-P01,247,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,0,10,SKIP - No grades
82905,PSICOPAT Y PSICOF INF JUVENIL-P04,247,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,0,SKIP - No grades
82909,DESEMPEÑO ÉTICO DEL PSICÓLOGO-P01,247,336,Segundo Semestre - 2025-Periodo Completo,50,0,0.0,0.0,,0,10,SKIP - No grades
82914,OPTATIVO DE ESPECIALIDAD III-P02,247,336,Segundo Semestre - 2025-Periodo Completo,56,0,0.0,0.0,,0,10,SKIP - No grades
82922,PSICODIAG. INFANTO JUVENIL-P06,247,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,8,SKIP - No grades
82925,DESEMPEÑO ÉTICO DEL PSICÓLOGO-P04,247,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
82933,OPTATIVO DE ESPECIALIDAD III-P03,247,336,Segundo Semestre - 2025-Periodo Completo,52,0,0.0,0.0,,0,10,SKIP - No grades
82945,EVALUACIÓN PSICOMÉTRICA-P04,247,336,Segundo Semestre - 2025-Periodo Completo,48,0,0.0,0.0,,0,10,SKIP - No grades
82946,PSICOLOGÍA JURÍDICA-P07,247,336,Segundo Semestre - 2025-Periodo Completo,52,0,0.0,0.0,,0,10,SKIP - No grades
82947,INTERVENCIÓN CLÍNICA ADULTO-P11,247,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
82953,PSICODIAG. INFANTO JUVENIL-P11,247,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,10,SKIP - No grades
82961,TEORÍA PSICOLÓGICAS II-P03,247,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,10,SKIP - No grades
82962,INTERVENCIÓN EN ORGANIZACIONES-P11,247,336,Segundo Semestre - 2025-Periodo Completo,47,0,0.0,0.0,,0,10,SKIP - No grades
82963,INTERVENCIÓN EN ORGANIZACIONES-P06,247,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
82972,EVALUACIÓN PSICOMÉTRICA-P07,247,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,10,SKIP - No grades
82974,MET. Y ANÁLISIS DE DATOS CUAL.-P07,247,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,3,SKIP - No grades
82979,OPTATIVO DE ESPECIALIDAD III-P01,247,336,Segundo Semestre - 2025-Periodo Completo,55,0,0.0,0.0,,0,10,SKIP - No grades
82981,MET. Y ANÁLISIS DE DATOS CUAL.-P01,247,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,0,SKIP - No grades
82984,PSICOLOGÍA DE LA SALUD-P07,247,336,Segundo Semestre - 2025-Periodo Completo,45,0,0.0,0.0,,0,10,SKIP - No grades
82999,PSICOLOGÍA JURÍDICA-P01,247,336,Segundo Semestre - 2025-Periodo Completo,49,0,0.0,0.0,,0,10,SKIP - No grades
83007,PSICODIAG. INFANTO JUVENIL-P01,247,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,0,10,SKIP - No grades
83009,INTERVENCIÓN EN ORGANIZACIONES-P01,247,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,0,11,SKIP - No grades
83014,PSICOPAT Y PSICOF INF JUVENIL-P01,247,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,6,5,SKIP - No grades
83019,OPTATIVO DE ESPECIALIDAD IV-P01,247,336,Segundo Semestre - 2025-Periodo Completo,55,0,0.0,0.0,,0,10,SKIP - No grades
83040,INTERV. PSICOSOCIAL GRUPOS-P01,247,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,8,SKIP - No grades
85871,PROCESOS PSICOLÓGICOS II-P01,247,336,Segundo Semestre - 2025-Periodo Completo,53,0,0.0,0.0,,12,4,SKIP - No grades
