course_id,course_name,account_id,term_name,total_students,assignment_count,graded_assignment_count,quiz_count,module_count,file_count,discussion_count,page_count,grade_availability_score,grade_variance_score,class_balance_score,design_richness_score,activity_score,prediction_potential_score,students_with_grades,grade_coverage,grade_mean,grade_std,failure_rate,students_with_activity,activity_coverage,avg_page_views,avg_participations,avg_missing_rate,avg_on_time_rate,avg_late_rate,students_active_last_7_days,students_active_last_30_days,engagement_score,tardiness_score,recency_score,activity_based_score,combined_score,combined_score_weighted
71857,CLÍN INT DEL NIÑO Y ADOLES II-T01,177.0,Primer Semestre - 2025-Periodo Ajustable,34.0,3.0,1.0,2.0,11.0,68.0,0.0,3.0,0.0,0.0,0.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,100.0,1603.7428571428572,0.8571428571428571,0.4428571428571428,0.5571428571428572,0.0,0.0,10.0,91.9047619047619,100.0,100.0,33.8,16.9,27.04
71859,CLÍN INTEG DEL NIÑO Y ADOLES I-T01,177.0,Primer Semestre - 2025-Periodo Ajustable,57.0,2.0,1.0,2.0,11.0,77.0,0.0,3.0,50.87719298245614,75.88419448226503,10.0,46.0,100.0,53.1,17.0,29.82456140350877,77.1,22.76525834467951,0.1176470588235294,58.0,100.0,1915.0862068965516,1.0689655172413792,0.4568965517241379,0.5431034482758621,0.0,1.0,10.0,85.92592592592592,100.0,100.0,78.5,65.8,65.8
73041,PREC. DE BIOMATERIALES DENT II-P06,244.0,Primer Semestre - 2025-Periodo Ajustable,24.0,0.0,0.0,2.0,10.0,31.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,1932.9583333333333,0.0,0.0,0.0,0.0,0.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
73042,PATOLOGÍA ORAL-P06,244.0,Primer Semestre - 2025-Periodo Ajustable,22.0,0.0,0.0,2.0,17.0,100.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,3424.318181818182,0.0,0.0,0.0,0.0,0.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
74747,PATOLOGÍA ORAL-P01,244.0,Primer Semestre - 2025-Periodo Ajustable,24.0,0.0,0.0,2.0,17.0,100.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,4979.375,0.0,0.0,0.0,0.0,0.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
74748,PREC. DE BIOMATERIALES DENT II-P01,244.0,Primer Semestre - 2025-Periodo Ajustable,29.0,0.0,0.0,2.0,10.0,31.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,100.0,2050.793103448276,0.0344827586206896,0.0,0.0,0.0,0.0,10.0,91.66666666666666,0.0,100.0,21.2,10.6,16.96
75158,CLÍN INT DEL NIÑO Y ADOLES II-P01,244.0,Primer Semestre - 2025-Periodo Ajustable,37.0,0.0,0.0,2.0,11.0,69.0,0.0,4.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,100.0,1499.5405405405406,0.0,0.0,0.0,0.0,0.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
75159,PRECLÍNICO BIOMAT DENTALES I-P01,244.0,Primer Semestre - 2025-Periodo Ajustable,32.0,3.0,3.0,2.0,11.0,49.0,0.0,2.0,100.0,54.59200641099844,10.0,53.0,100.0,70.0,32.0,100.0,68.140625,16.377601923299533,0.125,33.0,100.0,2287.181818181818,0.2424242424242424,0.0,1.0,0.0,0.0,10.0,91.66666666666666,50.0,100.0,73.6,71.8,71.8
75160,PRECLÍNICO BIOMAT DENTALES I-P06,244.0,Primer Semestre - 2025-Periodo Ajustable,36.0,3.0,3.0,2.0,11.0,49.0,0.0,2.0,100.0,45.66512147387748,88.88888888888889,53.0,98.61111111111111,84.7,36.0,100.0,57.33611111111111,13.699536442163245,0.4444444444444444,35.0,97.2222222222222,3214.6944444444443,0.1388888888888889,0.0,1.0,0.0,0.0,10.0,91.21031746031746,50.0,100.0,78.3,81.5,81.5
75163,PATOLOGÍA E INMUNOLOGÍA GRAL.-P04,244.0,Primer Semestre - 2025-Periodo Ajustable,18.0,0.0,0.0,2.0,16.0,100.0,0.0,2.0,0.0,0.0,0.0,38.0,97.22222222222224,0.0,0.0,0.0,0.0,0.0,0.0,17.0,94.44444444444444,2584.1666666666665,0.0,0.0,0.0,0.0,0.0,10.0,87.03703703703704,0.0,100.0,20.6,10.3,16.48
75165,PATOLOGÍA E INMUNOLOGÍA GRAL.-P01,244.0,Primer Semestre - 2025-Periodo Ajustable,41.0,0.0,0.0,2.0,16.0,100.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,100.0,2504.512195121951,0.0,0.0,0.0,0.0,0.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
80793,DIBUJO Y MODELADO DIGITAL-S03,230.0,Segundo Semestre - 2025-Periodo Completo,24.0,9.0,8.0,2.0,10.0,22.0,1.0,2.0,94.16666666666666,95.09508469040412,72.72727272727273,69.0,100.0,95.6,22.0,91.66666666666666,49.69,28.528525407121236,0.6363636363636364,24.0,100.0,384.6666666666667,5.708333333333333,0.412037037037037,0.5277777777777778,0.0601851851851851,0.0,10.0,79.83939393939394,100.0,100.0,92.4,94.0,94.0
80794,OPTATIVO DE ESPECIALIDAD II-S02,230.0,Segundo Semestre - 2025-Periodo Completo,14.0,2.0,2.0,2.0,10.0,15.0,0.0,2.0,50.0,100.0,0.0,40.5,100.0,0.0,4.0,28.57142857142857,304.1675,408.335,0.0,14.0,100.0,257.7142857142857,0.6428571428571429,0.6785714285714286,0.3214285714285714,0.0,0.0,10.0,79.55238095238096,64.28571428571428,100.0,13.7,6.85,10.96
80796,SEMINARIO DE GRADO-S07,230.0,Segundo Semestre - 2025-Periodo Completo,8.0,5.0,0.0,2.0,11.0,25.0,0.0,2.0,0.0,0.0,0.0,45.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,667.8888888888889,4.333333333333333,0.1111111111111111,0.8888888888888888,0.0,0.0,8.0,89.58333333333333,87.03703703703704,100.0,15.9,7.95,12.72
80798,HIDRÁULICA GENERAL-S01,230.0,Segundo Semestre - 2025-Periodo Completo,14.0,1.0,0.0,2.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,301.26666666666665,0.1333333333333333,0.8666666666666667,0.0,0.1333333333333333,2.0,10.0,82.28555555555556,26.666666666666657,100.0,23.2,11.6,18.56
80799,OBRAS CIVILES E HIDRÁULICAS-S01,230.0,Segundo Semestre - 2025-Periodo Completo,22.0,0.0,0.0,2.0,10.0,35.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,370.04545454545456,0.0,0.0,0.0,0.0,0.0,10.0,80.22525252525253,0.0,100.0,19.5,9.75,15.600000000000001
80800,AMBIENTE CONSTRUIDO-S01,230.0,Segundo Semestre - 2025-Periodo Completo,29.0,5.0,0.0,2.0,10.0,32.0,0.0,2.0,0.0,0.0,0.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,405.6,1.7333333333333334,0.0,1.0,0.0,0.0,10.0,81.78793650793651,50.0,100.0,26.0,13.0,20.8
80802,GEST. DE RR. HUMANOS EN OBRA-S01,230.0,Segundo Semestre - 2025-Periodo Completo,23.0,0.0,0.0,2.0,10.0,58.0,0.0,20.0,0.0,0.0,0.0,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,242.82608695652175,0.0,0.0,0.0,0.0,0.0,10.0,72.22705314009661,0.0,100.0,18.3,9.15,14.64
80805,SEMINARIO DE GRADO-S01,230.0,Segundo Semestre - 2025-Periodo Completo,8.0,3.0,0.0,2.0,7.0,25.0,0.0,2.0,0.0,0.0,0.0,41.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,455.8888888888889,3.888888888888889,0.0,1.0,0.0,0.0,8.0,83.21111111111111,50.0,100.0,13.1,6.55,10.48
80807,OBRAS VIALES I-S01,230.0,Segundo Semestre - 2025-Periodo Completo,22.0,0.0,0.0,2.0,10.0,34.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,316.27272727272725,0.0,0.0,0.0,0.0,0.0,10.0,76.64040404040404,0.0,100.0,19.0,9.5,15.200000000000001
80808,DIBUJO Y MODELADO DIGITAL-S01,230.0,Segundo Semestre - 2025-Periodo Completo,28.0,9.0,8.0,2.0,10.0,22.0,1.0,2.0,95.0,68.28261527444558,30.769230769230777,69.0,100.0,79.3,26.0,92.85714285714286,43.25076923076923,20.48478458233367,0.8461538461538461,29.0,100.0,364.8965517241379,6.310344827586207,0.3448275862068965,0.5670498084291188,0.0881226053639846,0.0,10.0,78.82175066312996,100.0,100.0,89.0,84.15,84.15
80809,AMBIENTE CONSTRUIDO-S02,230.0,Segundo Semestre - 2025-Periodo Completo,23.0,5.0,0.0,2.0,10.0,31.0,0.0,2.0,0.0,0.0,0.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,406.2608695652174,1.3043478260869563,0.0,1.0,0.0,0.0,10.0,83.69619565217391,50.0,100.0,26.3,13.15,21.040000000000003
80810,PROGRAMACIÓN Y CONTROL OBRAS-S01,230.0,Segundo Semestre - 2025-Periodo Completo,20.0,5.0,5.0,2.0,10.0,48.0,0.0,2.0,30.0,0.0,10.0,63.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,479.15,2.95,0.42,0.58,0.0,3.0,10.0,87.7075,100.0,100.0,33.2,16.6,26.560000000000002
80811,TALLER OBRAS (EV. CICLO) (A S)-S01,230.0,Segundo Semestre - 2025-Periodo Completo,22.0,6.0,0.0,2.0,11.0,41.0,0.0,2.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,491.1304347826087,0.5217391304347826,0.8514492753623188,0.1485507246376811,0.0,0.0,10.0,91.5855072463768,29.71014492753623,100.0,25.0,12.5,20.0
80813,SEMINARIO DE GRADO-S03,230.0,Segundo Semestre - 2025-Periodo Completo,5.0,5.0,0.0,4.0,21.0,33.0,0.0,4.0,0.0,0.0,0.0,56.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,293.1666666666667,1.8333333333333333,0.4722222222222222,0.5277777777777778,0.0,0.0,5.0,74.65833333333333,100.0,100.0,15.6,7.8,12.48
80814,PROY DE TÍT II (EV CICLO)(A S)-S02,230.0,Segundo Semestre - 2025-Periodo Completo,6.0,2.0,2.0,2.0,10.0,15.0,0.0,2.0,100.0,10.52565120709088,0.0,40.5,94.75,0.0,6.0,100.0,86.07,3.157695362127264,0.0,6.0,100.0,89.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,5.0,71.14166666666667,50.0,100.0,12.2,6.1,9.76
80815,PROY DE TÍT II (EV CICLO)(A S)-S01,230.0,Segundo Semestre - 2025-Periodo Completo,6.0,3.0,1.0,2.0,10.0,9.0,0.0,2.0,30.0,23.757465883068953,10.0,36.5,78.11904761904762,0.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,39.57142857142857,1.1428571428571428,0.6190476190476191,0.3809523809523809,0.0,0.0,5.0,66.50238095238096,76.19047619047619,100.0,13.5,6.75,10.8
80816,ESTABILIDAD ESTRUCTURAL-S01,230.0,Segundo Semestre - 2025-Periodo Completo,24.0,0.0,0.0,2.0,10.0,17.0,0.0,2.0,0.0,0.0,0.0,31.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,402.0,0.0,0.0,0.0,0.0,2.0,10.0,82.35555555555555,0.0,100.0,19.9,9.95,15.92
80818,ÁLGEBRA LINEAL-S01,230.0,Segundo Semestre - 2025-Periodo Completo,9.0,17.0,16.0,1.0,8.0,100.0,2.0,100.0,100.0,89.55315116016884,44.44444444444444,82.0,100.0,0.0,9.0,100.0,77.80777777777777,26.86594534805065,0.2222222222222222,10.0,100.0,566.0,3.7,0.2144444444444444,0.7855555555555556,0.0,0.0,7.0,87.03703703703704,100.0,100.0,16.5,8.25,13.200000000000001
80821,SISTEMA DE GESTIÓN INTEGRADA-S01,230.0,Segundo Semestre - 2025-Periodo Completo,28.0,7.0,7.0,2.0,10.0,42.0,0.0,2.0,30.0,0.0,10.0,67.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,331.32142857142856,1.6071428571428572,0.7857142857142857,0.2142857142857142,0.0,0.0,10.0,78.1401455026455,42.85714285714286,100.0,24.6,12.3,19.680000000000003
80822,EFICIENCIA ENERGÉTICA-S01,230.0,Segundo Semestre - 2025-Periodo Completo,20.0,5.0,0.0,2.0,10.0,34.0,0.0,2.0,0.0,0.0,0.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,345.15,1.55,0.0,1.0,0.0,0.0,10.0,80.59083333333334,50.0,100.0,25.8,12.9,20.64
80823,TOPOGRAFÍA II-S01,230.0,Segundo Semestre - 2025-Periodo Completo,28.0,0.0,0.0,2.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,381.3571428571428,0.0,0.0,0.0,0.0,3.0,10.0,80.97936507936508,0.0,100.0,19.6,9.8,15.680000000000001
80824,OPTATIVO DE ESPECIALIDAD I-S02,230.0,Segundo Semestre - 2025-Periodo Completo,15.0,5.0,5.0,7.0,11.0,28.0,0.0,2.0,100.0,11.875903752855608,0.0,71.0,100.0,20.0,15.0,100.0,90.46666666666668,3.5627711258566825,0.0,16.0,100.0,194.0,2.4375,0.2239583333333333,0.7760416666666666,0.0,0.0,10.0,73.03333333333333,100.0,100.0,75.3,47.65,47.65
80828,OPTATIVO DE ESPECIALIDAD II-S01,230.0,Segundo Semestre - 2025-Periodo Completo,6.0,0.0,0.0,2.0,10.0,7.0,0.0,2.0,0.0,0.0,0.0,26.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,53.0,0.1666666666666666,0.0,0.0,0.0,0.0,4.0,69.31666666666666,0.0,100.0,8.9,4.45,7.120000000000001
80833,PROGRAMACIÓN Y CONTROL OBRAS-S02,230.0,Segundo Semestre - 2025-Periodo Completo,5.0,2.0,2.0,2.0,10.0,48.0,0.0,2.0,30.0,0.0,10.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,398.0,0.6,0.7,0.3,0.0,0.0,4.0,86.56666666666666,60.00000000000001,100.0,14.0,7.0,11.200000000000001
80835,MECÁNICA DE SUELOS-S01,230.0,Segundo Semestre - 2025-Periodo Completo,26.0,6.0,0.0,2.0,11.0,64.0,0.0,2.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,100.0,566.0384615384615,1.1153846153846154,0.8461538461538461,0.0673076923076923,0.0865384615384615,3.0,10.0,87.74509803921569,30.769230769230777,100.0,24.5,12.25,19.6
80837,PROY DE TÍT II (EV CICLO)(A S)-S04,230.0,Segundo Semestre - 2025-Periodo Completo,5.0,3.0,0.0,2.0,10.0,8.0,0.0,2.0,0.0,0.0,0.0,33.0,81.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,63.0,1.4,0.0,1.0,0.0,0.0,5.0,64.2611111111111,50.0,100.0,11.7,5.85,9.36
80838,ESTRUCTURA DE MADERA-S01,230.0,Segundo Semestre - 2025-Periodo Completo,19.0,0.0,0.0,2.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,100.0,455.89473684210526,0.0,0.0,0.0,0.0,0.0,10.0,86.53333333333333,0.0,100.0,20.5,10.25,16.400000000000002
80839,LEGISLACIÓN-S01,230.0,Segundo Semestre - 2025-Periodo Completo,23.0,0.0,0.0,2.0,10.0,8.0,0.0,2.0,0.0,0.0,0.0,27.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,97.0,0.3043478260869565,0.0,0.0,0.0,0.0,10.0,71.87898550724638,0.0,100.0,18.3,9.15,14.64
80841,OPTATIVO DE ESPECIALIDAD I-S01,230.0,Segundo Semestre - 2025-Periodo Completo,8.0,3.0,2.0,2.0,8.0,38.0,0.0,2.0,100.0,100.0,10.0,50.0,100.0,0.0,8.0,100.0,77.0625,32.46584744004074,0.125,9.0,100.0,301.6666666666667,1.5555555555555556,0.4074074074074074,0.5925925925925926,0.0,0.0,7.0,75.79761904761905,100.0,100.0,15.7,7.85,12.56
80842,ADM. Y GEST. DE EMPRESAS-S01,230.0,Segundo Semestre - 2025-Periodo Completo,26.0,4.0,0.0,2.0,10.0,26.0,0.0,2.0,0.0,0.0,0.0,44.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,100.0,260.38461538461536,1.1538461538461535,0.7307692307692307,0.25,0.0192307692307692,3.0,10.0,76.0400641025641,53.846153846153854,100.0,25.6,12.8,20.480000000000004
81141,FISIOLOGÍA ORAL-T01,177.0,Segundo Semestre - 2025-Periodo Completo,40.0,3.0,1.0,2.0,10.0,26.0,0.0,2.0,0.0,0.0,0.0,45.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,614.625,0.05,0.0,0.0,0.0,0.0,10.0,91.66666666666666,0.0,100.0,21.2,10.6,16.96
81143,BIOQUÍMICA-T01,177.0,Segundo Semestre - 2025-Periodo Completo,48.0,52.0,32.0,2.0,20.0,100.0,100.0,100.0,30.0,0.0,10.0,91.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,1127.1666666666667,0.0833333333333333,0.40625,0.59375,0.0,0.0,10.0,91.66666666666666,100.0,100.0,33.8,16.9,27.04
81144,BIOFÍSICA-T04,177.0,Segundo Semestre - 2025-Periodo Completo,29.0,24.0,15.0,1.0,19.0,100.0,100.0,100.0,92.75862068965516,10.463310583943706,0.0,88.0,100.0,18.551724137931036,26.0,89.65517241379311,95.93307692307692,3.138993175183112,0.0,30.0,100.0,1689.9666666666667,2.966666666666667,0.1688840788840789,0.8311159211159211,0.0,0.0,10.0,86.36363636363636,100.0,100.0,77.9,48.22586206896552,48.22586206896552
81145,EPIDEMIOLOGÍA Y SALUD-T01,177.0,Segundo Semestre - 2025-Periodo Completo,46.0,14.0,7.0,2.0,6.0,100.0,0.0,6.0,100.0,48.64833866162025,10.0,77.0,100.0,72.3,46.0,100.0,82.60173913043478,14.594501598486074,0.0869565217391304,47.0,100.0,1280.106382978723,7.97872340425532,0.3543371522094926,0.6456628477905073,0.0,0.0,10.0,85.6845513413506,100.0,100.0,83.5,77.9,77.9
81146,ANATOMÍA DE CUELLO Y CABEZA-T01,177.0,Segundo Semestre - 2025-Periodo Completo,45.0,0.0,0.0,2.0,10.0,25.0,0.0,2.0,0.0,0.0,0.0,35.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,639.0222222222222,0.0444444444444444,0.0,0.0,0.0,0.0,10.0,91.66666666666666,0.0,100.0,21.2,10.6,16.96
81147,HISTOLOGÍA Y EMBRIOLOGÍA GRAL.-T01,177.0,Segundo Semestre - 2025-Periodo Completo,45.0,13.0,13.0,14.0,11.0,81.0,0.0,4.0,98.44444444444444,18.389949530007748,0.0,84.0,100.0,19.688888888888886,44.0,97.77777777777776,95.81113636363636,5.516984859002323,0.0,46.0,100.0,1743.3695652173913,5.434782608695652,0.3923913043478261,0.596256038647343,0.0113526570048309,0.0,10.0,85.92592592592592,100.0,100.0,79.7,49.69444444444444,49.69444444444444
81148,PROYECTO DE INVESTIGACIÓN-T01,177.0,Segundo Semestre - 2025-Periodo Completo,32.0,0.0,0.0,2.0,11.0,23.0,0.0,2.0,0.0,0.0,0.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,100.0,492.875,0.0,0.0,0.0,0.0,0.0,10.0,88.41388888888889,0.0,100.0,20.8,10.4,16.64
81149,FARMACOLOGÍA ODONTOLÓGICA-T01,177.0,Segundo Semestre - 2025-Periodo Completo,25.0,1.0,0.0,2.0,12.0,45.0,1.0,2.0,0.0,0.0,0.0,42.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,708.0,0.0,1.0,0.0,0.0,2.0,10.0,88.88888888888889,0.0,100.0,20.8,10.4,16.64
