course_id,course_name,account_id,term_id,term_name,total_students,active_students,students_with_grades,grade_coverage,grade_mean,grade_std,grade_min,grade_max,grade_median,failing_count,passing_count,failure_rate,students_with_activity,activity_coverage,total_page_views,total_participations,avg_page_views,avg_participations,median_page_views,median_participations,avg_page_views_level,avg_participations_level,avg_on_time_rate,avg_late_rate,avg_missing_rate,total_on_time,total_late,total_missing,assignment_count,graded_assignment_count,avg_assignment_median,avg_assignment_missing_rate,assignments_with_high_missing,students_active_last_7_days,students_active_last_30_days,avg_days_since_last_login,total_activity_days,avg_daily_views,avg_daily_participations,peak_activity_day,activity_engagement_score,tardiness_score,recency_score,grade_quality_score,activity_prediction_score,analysis_timestamp,api_errors,campus
85161,PSICOPAT Y PSICOF INF JUVENIL-T01,181,336,Segundo Semestre - 2025-Periodo Completo,35,35,35,100.0,238.16342857142857,221.8008255029307,100.0,600.0,100.0,0,35,0.0,35,100.0,18520,51,529.1428571428571,1.457142857142857,415.0,1.0,2.0285714285714285,2.3142857142857145,0.6428571428571429,0.0,0.3571428571428571,45,0,25,4,2,7.0,0.1785714285714285,1,0,10,20.8,126,111.53174603174604,0.373015873015873,2025-11-13,86.19047619047619,100.0,100.0,80.0,89.9,2025-12-26T16:41:45.156858,[],Temuco
85111,TEORÍAS PSICOLÓGICAS IV-S02,231,336,Segundo Semestre - 2025-Periodo Completo,39,39,39,100.0,71.72692307692307,30.37537707401612,0.0,100.0,85.0,14,25,0.358974358974359,40,100.0,6200,0,155.0,0.0,110.0,0.0,2.0,0.0,0.775,0.0,0.225,63,0,18,3,3,9.0,0.1367521367521367,0,0,10,21.2,60,88.33333333333333,0.0,2025-11-06,65.88888888888889,100.0,100.0,100.0,89.8,2025-12-26T16:45:39.931298,[],San Miguel
81887,PROGRAMACIÓN-P07,251,336,Segundo Semestre - 2025-Periodo Completo,51,51,51,100.0,65.12352941176471,15.585582417545956,19.64,89.14,69.71,10,41,0.196078431372549,52,100.0,30767,122,591.6730769230769,2.3461538461538463,496.5,2.0,2.0,2.16,0.6410256410256411,0.0211538461538461,0.3378205128205128,184,5,92,6,6,4.5,0.3823529411764706,3,0,10,17.6,145,172.5241379310345,0.8344827586206897,2025-09-09,84.66666666666667,100.0,100.0,80.78077655672794,89.6,2025-12-26T16:50:23.481118,[],Providencia
80808,DIBUJO Y MODELADO DIGITAL-S01,230,336,Segundo Semestre - 2025-Periodo Completo,28,28,26,92.85714285714286,43.25076923076923,20.48478458233367,16.61,96.22,37.6,22,4,0.8461538461538461,29,100.0,10582,183,364.8965517241379,6.310344827586207,391.0,7.0,2.0,2.269230769230769,0.5670498084291188,0.0881226053639846,0.3448275862068965,148,23,90,9,9,4.924888888888889,0.3214285714285714,2,0,10,19.9,102,94.02941176470588,1.7254901960784317,2025-11-06,78.82175066312996,100.0,100.0,84.45590325263538,89.0,2025-12-26T16:44:05.504519,[],San Miguel
85205,DIRECCIÓN DE ARTE-P01,245,336,Segundo Semestre - 2025-Periodo Completo,20,20,20,100.0,75.5275,24.101600705740424,0.0,100.0,80.83500000000001,4,16,0.2,20,100.0,6076,51,303.8,2.55,253.5,2.0,2.0,2.1578947368421053,0.4625,0.0,0.5375,37,0,42,4,3,22.4,0.5375,3,1,10,16.2,95,62.02105263157895,0.5052631578947369,2025-11-26,74.83912280701755,92.5,100.0,92.13546760765392,88.2,2025-12-26T16:47:35.225571,[],Providencia
81568,TRAB. SOCIAL CON COLECTIVOS II-T04,179,336,Segundo Semestre - 2025-Periodo Completo,21,21,21,100.0,64.8795238095238,20.97293409997525,1.63,89.64,67.63,6,15,0.2857142857142857,21,100.0,20893,128,994.904761904762,6.095238095238095,850.0,6.0,2.0,2.047619047619047,0.8610405467548324,0.03289171146314,0.1060677417820275,227,9,22,15,12,22.07,0.1841269841269841,2,0,10,18.2,134,122.25373134328358,0.8134328358208955,2025-10-14,83.73015873015872,85.3559139273425,100.0,87.96391213330034,87.8,2025-12-26T16:39:22.654692,[],Temuco
81203,FUND. ANTROPOLÓGICOS INTERV.-S02,229,336,Segundo Semestre - 2025-Periodo Completo,30,30,30,100.0,73.50233333333333,22.20585814029997,0.0,95.0,81.25,3,27,0.1,31,100.0,25461,34,821.3225806451613,1.096774193548387,755.0,1.0,2.032258064516129,2.6666666666666665,0.5376344086021505,0.0698924731182795,0.3924731182795699,40,6,26,7,6,21.95,0.2095238095238095,2,1,10,18.0,137,144.47445255474452,0.2408759124087591,2025-08-12,89.15770609318996,100.0,100.0,69.6078108537333,87.6,2025-12-26T16:42:44.519842,[],San Miguel
85113,TEORÍAS PSICOLÓGICAS IV-S01,231,336,Segundo Semestre - 2025-Periodo Completo,40,40,38,95.0,65.14078947368421,16.0591246070161,20.0,100.0,70.0,12,26,0.3157894736842105,40,97.5609756097561,5514,4,134.4878048780488,0.0975609756097561,125.0,0.0,2.0,3.0,0.8495934959349594,0.0,0.1504065040650406,70,0,10,5,5,7.2,0.045,0,1,10,19.6,82,60.35365853658536,0.048780487804878,2025-11-15,72.78130081300813,100.0,100.0,79.41216614268814,85.7,2025-12-26T16:45:40.754474,[],San Miguel
81200,FUND. ANTROPOLÓGICOS INTERV.-S01,229,336,Segundo Semestre - 2025-Periodo Completo,35,35,35,100.0,79.19885714285714,13.089899287670036,44.38,93.75,83.75,3,32,0.0857142857142857,36,100.0,33641,48,934.4722222222222,1.3333333333333333,914.0,1.0,2.0,2.608695652173913,0.5925925925925926,0.1018518518518518,0.3055555555555555,54,9,26,7,6,23.0,0.1714285714285714,2,0,10,21.6,142,193.7394366197183,0.3098591549295774,2025-12-01,88.40579710144928,100.0,100.0,57.453199050226715,83.8,2025-12-26T16:42:40.197465,[],San Miguel
81145,EPIDEMIOLOGÍA Y SALUD-T01,177,336,Segundo Semestre - 2025-Periodo Completo,46,46,46,100.0,82.60173913043478,14.594501598486074,44.57,99.0,88.0,4,42,0.0869565217391304,47,100.0,60165,375,1280.106382978723,7.97872340425532,999.0,8.0,2.021276595744681,2.260869565217391,0.6456628477905073,0.0,0.3543371522094926,411,0,225,14,14,10.032857142857145,0.3618012422360248,6,0,10,16.7,142,338.69718309859155,2.619718309859155,2025-11-12,85.6845513413506,100.0,100.0,59.459335464648106,83.5,2025-12-26T16:35:19.093781,[],Temuco
85278,MATEMÁTICAS PARA LA GESTIÓN II-S01,228,336,Segundo Semestre - 2025-Periodo Completo,31,31,31,100.0,87.5,15.13825177048746,50.0,100.0,87.5,2,29,0.064516129032258,31,100.0,20401,287,658.0967741935484,9.258064516129032,674.0,10.0,2.032258064516129,2.096774193548387,0.5426944971537002,0.0,0.4573055028462998,286,0,241,25,3,66.66666666666667,0.3109677419354839,9,1,10,16.5,136,120.20588235294116,2.0220588235294117,2025-08-28,84.40860215053763,100.0,100.0,60.184335693983286,83.4,2025-12-26T16:42:13.351595,[],San Miguel
82816,INTERVENCIÓN CLÍNICA ADULTO-P06,247,336,Segundo Semestre - 2025-Periodo Completo,54,54,34,62.96296296296296,145.7144117647059,48.992820698001495,67.14,200.0,170.0,0,34,0.0,54,100.0,17461,59,323.35185185185185,1.0925925925925926,265.0,1.0,2.0,2.5526315789473686,0.5277777777777778,0.0185185185185185,0.4537037037037037,57,2,49,2,2,3.5,0.4537037037037037,1,0,10,18.2,117,124.57264957264957,0.4444444444444444,2025-10-11,79.10618908382065,100.0,100.0,65.18518518518519,83.3,2025-12-26T16:49:24.124119,[],Providencia
82699,FENÓMENOS DE TRANSPORTE-P01,251,336,Segundo Semestre - 2025-Periodo Completo,17,17,17,100.0,79.29411764705883,29.158542285843,5.0,100.0,92.0,2,15,0.1176470588235294,18,100.0,15045,32,835.8333333333334,1.7777777777777777,804.0,0.5,2.0,2.4444444444444446,0.5625,0.375,0.0625,9,6,1,1,1,92.0,0.1176470588235294,0,1,10,14.8,141,86.73758865248227,0.3617021276595745,2025-11-25,87.03703703703704,70.83333333333334,100.0,78.878056381124,82.5,2025-12-26T16:50:33.763410,[],Providencia
81151,CARIOLOG Y ODONTO PREVEN (A S)-T01,177,336,Segundo Semestre - 2025-Periodo Completo,24,24,23,95.83333333333334,81.30434782608695,11.986487781166892,55.0,100.0,85.0,1,22,0.0434782608695652,25,100.0,31918,58,1276.72,2.32,986.0,2.0,2.0,3.0,0.8119999999999999,0.056,0.132,87,7,14,6,4,8.375,0.0763888888888889,1,0,10,19.0,130,207.1,0.5230769230769231,2025-10-15,91.66666666666666,94.0,100.0,54.31531704155586,82.3,2025-12-26T16:35:44.204699,[],Temuco
85963,ÁLGEBRA Y GEOMETRÍA-T01,180,336,Segundo Semestre - 2025-Periodo Completo,28,28,25,89.28571428571429,79.6508,13.744447339440995,42.94,100.0,83.99,1,24,0.04,29,100.0,22103,44,762.1724137931035,1.5172413793103448,609.0,2.0,2.0,2.35,0.6144200626959248,0.0,0.3855799373040752,196,0,123,11,11,64.72727272727273,0.3636363636363636,5,1,10,14.9,140,133.68571428571428,0.3071428571428571,2025-08-14,86.25,100.0,100.0,54.04021550020704,82.1,2025-12-26T16:41:02.777916,[],Temuco
81760,MATEMÁTICAS PARA LA GESTIÓN II-P01,246,336,Segundo Semestre - 2025-Periodo Completo,31,31,29,93.5483870967742,85.71827586206896,13.218853167504337,46.67,100.0,87.5,2,27,0.0689655172413793,31,100.0,18551,303,598.4193548387096,9.774193548387096,554.0,11.0,2.064516129032258,2.1,0.6344086021505376,0.0,0.3655913978494624,295,0,170,23,4,63.0,0.2384291725105189,4,2,10,14.8,139,109.74820143884892,2.1223021582733814,2025-11-25,84.70430107526882,100.0,100.0,55.04449239538213,81.9,2025-12-26T16:48:21.027317,[],Providencia
81919,ANATOMÍA DE CUELLO Y CABEZA-P01,244,336,Segundo Semestre - 2025-Periodo Completo,35,35,35,100.0,69.25085714285714,10.406935010007556,50.0,89.36,69.15,5,30,0.1428571428571428,35,100.0,104307,437,2980.2,12.485714285714286,2307.0,13.0,2.0285714285714285,2.5142857142857142,0.4615384615384615,0.0241758241758241,0.5142857142857142,420,22,468,26,26,5.211538461538462,0.5142857142857142,16,0,10,15.1,152,562.171052631579,2.6578947368421053,2025-08-21,87.85714285714286,97.14285714285715,100.0,53.87591334667674,81.8,2025-12-26T16:46:42.006329,[],Providencia
71012,CLÍN INTEG DEL NIÑO Y ADOLES I-P01,244,321,Primer Semestre - 2025-Periodo Ajustable,51,51,51,100.0,348.7156862745098,75.31681451720863,50.0,432.0,368.0,1,50,0.0196078431372549,51,98.07692307692308,159084,299,3059.3076923076924,5.75,2645.0,6.0,2.019607843137255,2.26,0.945845004668534,0.0,0.0541549953314659,286,0,11,7,7,1.0,0.1988795518207282,1,0,10,21.6,304,422.89144736842104,0.8947368421052632,2025-03-03,85.18262946204122,68.05166511048864,100.0,80.0,81.6,2025-12-26T16:46:29.634804,[],Providencia
81936,BIOFÍSICA-P01,244,336,Segundo Semestre - 2025-Periodo Completo,36,36,36,100.0,90.36666666666666,8.178592264477516,73.97,103.67,94.06,0,36,0.0,36,100.0,67511,96,1875.3055555555557,2.6666666666666665,1729.0,1.0,2.0,2.4545454545454546,0.7671296296296296,0.0726851851851851,0.1601851851851851,310,28,64,20,9,9.72222222222222,0.0888888888888888,2,1,10,14.3,147,371.2380952380952,0.7414965986394558,2025-08-13,87.12121212121212,100.0,100.0,50.90478968597002,81.4,2025-12-26T16:46:52.194752,[],Providencia
82270,OPTATIVO DE ESPECIALIDAD II-T03,180,336,Segundo Semestre - 2025-Periodo Completo,15,15,15,100.0,110.3,14.449171998027134,95.0,132.0,100.0,0,15,0.0,16,100.0,5071,73,316.9375,4.5625,280.0,5.0,2.0,2.1333333333333333,0.2653273809523809,0.318328373015873,0.416344246031746,30,39,51,9,6,3.3333333333333335,0.4888888888888889,5,0,10,17.8,100,49.95,0.75,2025-11-06,75.29131944444444,100.0,100.0,59.26556266403618,80.4,2025-12-26T16:40:21.809070,[],Temuco
85232,DIRECCIÓN DE ARTE-P03,245,336,Segundo Semestre - 2025-Periodo Completo,17,17,17,100.0,74.90294117647059,12.21847922447076,51.67,96.67,75.56,2,15,0.1176470588235294,17,100.0,5888,51,346.3529411764706,3.0,244.0,2.0,2.0,2.235294117647059,0.5049019607843137,0.0147058823529411,0.4803921568627451,32,1,32,4,3,21.6,0.5147058823529411,3,0,10,19.7,79,63.34177215189873,0.4683544303797468,2025-11-26,77.61176470588235,100.0,100.0,56.29130563262768,80.2,2025-12-26T16:47:48.715054,[],Providencia
81147,HISTOLOGÍA Y EMBRIOLOGÍA GRAL.-T01,177,336,Segundo Semestre - 2025-Periodo Completo,45,45,44,97.77777777777776,95.81113636363636,5.516984859002323,72.73,100.0,97.08,0,44,0.0,46,100.0,80195,250,1743.3695652173913,5.434782608695652,1189.0,5.5,2.0,2.311111111111111,0.596256038647343,0.0113526570048309,0.3923913043478261,170,5,110,13,13,9.76923076923077,0.1829059829059829,3,0,10,16.9,149,441.3020134228188,1.657718120805369,2025-08-13,85.92592592592592,100.0,100.0,46.46709092311421,79.7,2025-12-26T16:35:33.558474,[],Temuco
82708,MÉTODOS NUMÉRICOS-P01,251,336,Segundo Semestre - 2025-Periodo Completo,18,18,18,100.0,83.99388888888889,8.124472934136486,67.5,93.75,86.25,0,18,0.0,19,100.0,12340,11,649.4736842105264,0.5789473684210527,696.0,0.0,2.0526315789473686,3.0,0.8888888888888888,0.0,0.1111111111111111,11,0,2,5,2,69.0,0.2777777777777778,2,0,10,14.5,131,82.77862595419847,0.1145038167938931,2025-12-04,92.10526315789474,87.03703703703704,100.0,50.83263057884865,79.6,2025-12-26T16:50:42.082408,[],Providencia
71859,CLÍN INTEG DEL NIÑO Y ADOLES I-T01,177,321,Primer Semestre - 2025-Periodo Ajustable,57,57,17,29.82456140350877,77.1,22.76525834467951,0.0,96.43,85.71,2,15,0.1176470588235294,58,100.0,111075,62,1915.0862068965516,1.0689655172413792,1531.0,1.0,2.0,2.311111111111111,0.5431034482758621,0.0,0.4568965517241379,55,0,40,2,2,11.76,0.3684210526315789,1,1,10,14.2,294,316.0374149659864,0.2176870748299319,2025-07-04,85.92592592592592,100.0,100.0,42.28350235430952,78.5,2025-12-26T16:35:02.565337,[],Temuco
75160,PRECLÍNICO BIOMAT DENTALES I-P06,244,321,Primer Semestre - 2025-Periodo Ajustable,36,36,36,100.0,57.33611111111111,13.699536442163245,0.0,72.09,59.4,16,20,0.4444444444444444,35,97.2222222222222,115729,5,3214.6944444444443,0.1388888888888889,2751.0,0.0,2.0285714285714285,3.0,1.0,0.0,0.0,26,0,0,3,3,13.133333333333333,0.0,0,0,10,24.6,273,340.83516483516485,0.0219780219780219,2025-11-12,91.21031746031746,50.0,100.0,78.26604858955099,78.3,2025-12-26T16:46:36.694453,[],Providencia
86482,AMBIENTE CONSTRUIDO-T02,180,336,Segundo Semestre - 2025-Periodo Completo,30,30,15,50.0,49.49133333333334,25.495000032686143,0.0,80.0,57.06,7,8,0.4666666666666667,31,100.0,18090,43,583.5483870967741,1.3870967741935485,501.0,1.0,2.032258064516129,2.7058823529411766,0.282258064516129,0.0,0.717741935483871,30,0,69,4,3,3.3333333333333335,0.55,3,2,10,11.5,126,148.85714285714286,0.4523809523809524,2025-12-02,89.48450347881088,56.4516129032258,100.0,73.99333337691488,78.2,2025-12-26T16:41:14.835891,[],Temuco
85106,DESEMPEÑO ÉTICO DEL PSICÓLOGO-S07,231,336,Segundo Semestre - 2025-Periodo Completo,48,48,48,100.0,97.67625,1.6879530912610905,94.44,100.0,97.83,0,48,0.0,49,100.0,31737,148,647.6938775510204,3.020408163265306,536.0,3.0,2.0,2.148936170212766,0.8367346938775511,0.0,0.1632653061224489,123,0,24,3,3,29.46666666666667,0.1458333333333333,0,1,10,17.1,129,186.2248062015504,1.302325581395349,2025-09-02,84.57446808510639,100.0,100.0,42.250604121681455,78.0,2025-12-26T16:45:33.981385,[],San Miguel
81144,BIOFÍSICA-T04,177,336,Segundo Semestre - 2025-Periodo Completo,29,29,26,89.65517241379311,95.93307692307692,3.138993175183112,87.8,100.0,96.165,0,26,0.0,30,100.0,50699,89,1689.9666666666667,2.966666666666667,1465.0,1.5,2.0,2.363636363636364,0.8311159211159211,0.0,0.1688840788840789,240,0,33,23,6,17.5,0.0434782608695652,1,0,10,19.0,143,281.2307692307692,0.7202797202797203,2025-10-27,86.36363636363636,100.0,100.0,40.04739319909473,77.9,2025-12-26T16:35:16.424394,[],Temuco
82715,TRANSFERENCIA DE MASA-P01,251,336,Segundo Semestre - 2025-Periodo Completo,20,20,20,100.0,85.5445,10.081581681984542,67.18,97.69,89.23,0,20,0.0,21,100.0,18821,27,896.2380952380952,1.2857142857142858,889.0,1.0,2.0,2.3684210526315788,0.7619047619047619,0.1428571428571428,0.0952380952380952,22,3,5,6,3,56.0,0.2916666666666667,2,2,10,14.5,139,114.33093525179856,0.2158273381294964,2025-11-25,86.40350877192982,81.74603174603175,100.0,53.44210890931272,77.4,2025-12-26T16:50:47.141023,[],Providencia
84594,DIRECCIÓN DE ARTE-P02,245,336,Segundo Semestre - 2025-Periodo Completo,24,24,24,100.0,79.02708333333334,14.999504188665608,23.33,100.0,80.0,1,23,0.0416666666666666,25,100.0,7874,69,314.96,2.76,257.0,2.0,2.0,2.2916666666666665,0.41,0.01,0.58,41,1,58,4,3,23.2,0.5625,3,0,10,17.6,104,68.22115384615384,0.6634615384615384,2025-11-26,76.51188888888888,84.0,100.0,59.999338918220815,77.0,2025-12-26T16:47:05.962938,[],Providencia
82798,MÓD DIAG II: CIR ORAL Y PERIOD-P01,244,336,Segundo Semestre - 2025-Periodo Completo,48,48,46,95.83333333333334,94.09891304347826,11.88606826466475,42.86,100.0,100.0,1,45,0.0217391304347826,49,100.0,100179,1,2044.469387755102,0.0204081632653061,1984.0,0.0,2.0,3.0,0.9387755102040816,0.0,0.0612244897959183,46,0,3,1,1,7.0,0.0416666666666666,0,0,10,17.5,147,537.2857142857143,0.0136054421768707,2025-08-29,91.66666666666666,70.40816326530611,100.0,54.18142435288634,76.4,2025-12-26T16:47:01.083503,[],Providencia
81770,METOD. DE LA INVEST.-P01,246,336,Segundo Semestre - 2025-Periodo Completo,29,29,29,100.0,71.32793103448276,9.227846978153504,51.0,83.77,72.6,4,25,0.1379310344827586,30,100.0,27544,102,918.1333333333332,3.4,676.5,2.5,2.0,2.473684210526316,0.9253030303030304,0.0,0.0746969696969696,258,0,20,11,11,5.090909090909091,0.1912225705329153,1,5,10,12.3,136,151.8235294117647,1.3970588235294117,2025-09-03,87.28070175438596,74.8989898989899,100.0,52.30379597087134,75.6,2025-12-26T16:48:31.299933,[],Providencia
80824,OPTATIVO DE ESPECIALIDAD I-S02,230,336,Segundo Semestre - 2025-Periodo Completo,15,15,15,100.0,90.46666666666668,3.5627711258566825,83.0,96.0,91.33,0,15,0.0,16,100.0,3104,39,194.0,2.4375,157.0,3.0,2.0,2.6,0.7760416666666666,0.0,0.2239583333333333,39,0,11,5,4,22.75,0.12,0,0,10,22.0,87,35.298850574712645,0.4137931034482758,2025-11-28,73.03333333333333,100.0,100.0,44.75036150114224,75.3,2025-12-26T16:44:20.178140,[],San Miguel
85140,DESEMPEÑO ÉTICO DEL PSICÓLOGO-S04,231,336,Segundo Semestre - 2025-Periodo Completo,46,46,38,82.6086956521739,91.62236842105264,6.764489726949317,66.67,97.78,92.78,0,38,0.0,47,100.0,28035,94,596.4893617021277,2.0,535.0,2.0,2.021276595744681,2.2888888888888888,0.425531914893617,0.0053191489361702,0.5691489361702128,78,1,100,4,1,55.2,0.5271739130434783,3,2,10,11.9,134,162.29850746268656,0.7686567164179104,2025-11-12,85.91804570527975,86.17021276595744,100.0,42.06279789680198,74.9,2025-12-26T16:46:16.683314,[],San Miguel
85996,TALL DE COMPETENCIAS DIGITALES-S03,230,336,Segundo Semestre - 2025-Periodo Completo,33,33,27,81.81818181818183,80.69259259259259,8.161760553191653,60.0,92.0,83.0,0,27,0.0,34,100.0,15781,329,464.1470588235294,9.676470588235292,413.0,10.0,2.0,2.2,0.4365461664541978,0.0014705882352941,0.5619832453105081,288,1,373,20,18,93.33333333333331,0.5621212121212121,17,0,10,17.5,140,140.03571428571428,2.2928571428571427,2025-12-04,83.20735294117647,87.60335093789837,100.0,43.609620131528274,74.9,2025-12-26T16:44:44.099238,[],San Miguel
81201,TRAB. SOCIAL E INTERV. SOCIAL-S01,229,336,Segundo Semestre - 2025-Periodo Completo,32,32,22,68.75,92.61363636363636,11.98901463263232,62.5,100.0,100.0,0,22,0.0,33,100.0,30694,98,930.121212121212,2.9696969696969697,937.0,2.0,2.0,2.259259259259259,0.4191919191919191,0.005050505050505,0.5757575757575758,83,1,114,6,1,8.0,0.5625,4,0,10,21.1,138,182.55797101449275,0.6884057971014492,2025-11-27,85.49382716049382,84.84848484848484,100.0,43.48535284350976,74.9,2025-12-26T16:42:41.993086,[],San Miguel
81197,GESTIÓN DE LA DIVERSIDAD -S01,229,336,Segundo Semestre - 2025-Periodo Completo,42,42,27,64.28571428571429,95.6074074074074,4.567692223728769,82.86,100.0,97.14,0,27,0.0,43,100.0,14804,33,344.27906976744185,0.7674418604651163,311.0,1.0,2.0232558139534884,3.0,0.6046511627906976,0.0232558139534883,0.3720930232558139,26,1,16,1,1,6.0,0.3571428571428572,0,0,10,21.7,132,97.34848484848484,0.2727272727272727,2025-09-05,84.07441860465116,100.0,100.0,31.804542012590744,74.8,2025-12-26T16:42:37.859295,[],San Miguel
